interval,numdestroyed,nummigrations,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
20,8,8,"[1019.0363463043369, 345.81398912143817, 1272.5045272152183, 1240.6116269866652, 541.2281538885452, 1216.3324693863142, 846.7237008474347, 359.1755209381842]",855.178291836017,"[0.13988511999999997, 0.03383248, 0.014678399999999998, 0.10339466666666666, 0.13142053333333334, 0.0676647, 0.07758713333333334, 0.0961552]",0.08307727916666666,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
21,6,10,"[932.8958169531811, 952.6380854825596, 1131.5507306075779, 678.5200417261618, 769.7113393762971, 555.7052561204525]",836.836878377705,"[0.02348736, 0.1524682, 0.16505100000000003, 1.224734666666667, 0.0847952, 0.4169326]",0.34457817111111116,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
22,10,14,"[1253.0073309064028, 477.20223107059076, 1053.2143006189822, 567.4302303483261, 1012.8244613059541, 1158.0879845280397, 1107.75296974474, 1180.6860757608588, 847.7695728243897, 494.2613846426335]",915.2236541750917,"[0.10073802666666667, 0.018454079999999998, 0.30198959999999997, 0.07780928, 0.0328536, 1.25724752, 0.1677712, 0.06990293333333332, 0.5362471, 0.07649473333333333]",0.2639508073333333,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
23,9,6,"[1272.519205615218, 583.5397466115553, 633.1362700368649, 678.7580485913214, 117.99787604998052, 816.3494259156873, 1478.3605074072743, 1159.893519353193, 583.8649517290208]",813.8243945900127,"[0.029356799999999995, 0.02233224, 0.806423333333333, 0.025863599999999997, 0.06039648, 0.0811649, 0.013279466666666668, 0.06458439999999999, 0.34960100000000005]",0.16144469111111107,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
24,8,10,"[1667.3213809222927, 670.9877195001762, 1327.333085241746, 694.0635893507164, 703.7442485266448, 1008.3251281648548, 848.2498199243898, 622.4321239258672]",942.8071369445859,"[6.688515599999999, 0.0671088, 0.10633119999999999, 0.13205525333333334, 0.07461019999999999, 0.0832624, 1.0164942, 0.17226373333333334]",1.042580173333333,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
25,5,1,"[671.0145630201763, 1481.0584780983847, 614.7840513363599, 300.34092237310267, 714.752129899729]",756.3900289455505,"[0.09395231999999999, 0.031315840000000005, 0.0887088, 0.10765279999999999, 5.16737952]",1.0978018559999998,1,20.0,"[1, 1, 1, 1, 1]"
26,15,7,"[558.7952715746508, 572.13640092379, 882.0851806986236, 617.2120500879524, 1171.247355680198, 1040.7372784216277, 1115.0632044506067, 1055.5572754729196, 933.7122867035316, 1409.8231062712048, 1053.2746985389822, 1256.2176612285957, 1413.0431266454566, 1140.9485692070436, 912.9766925588896]",1008.8553438976047,"[0.0671088, 0.2427086933333333, 0.20132560000000002, 0.0125816, 0.22816992, 0.03732703999999999, 5.083494399999999, 0.15938144, 1.3824399999999997, 0.5131774, 0.36238751999999996, 0.06569839999999999, 0.08863986666666666, 0.4846571333333334, 0.10676314666666666]",0.6023907306666667,1,6.666666666666667,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
27,8,3,"[1000.3942372177069, 717.5880265489078, 1030.603692600857, 665.6880147857485, 985.1395366403989, 694.8907217068888, 669.7078856930249, 1466.1133402098433]",903.7656819254221,"[0.00912192, 0.03816624, 0.004892133333333333, 0.04697447999999999, 0.0893834, 0.12526975999999998, 0.1178654, 0.22816992]",0.08248040666666666,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
28,6,11,"[1180.6203200911848, 798.3393363965988, 1778.4645382284884, 1009.223863428417, 1006.1341412382204, 985.1395366403989]",1126.320289337218,"[0.36238608, 0.08767939999999999, 0.42166591999999997, 0.03180482666666667, 0.08535959999999998, 0.0893834]",0.1797132044444444,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
29,2,5,"[637.6512255180953, 694.8661911468888]",666.258708332492,"[0.0025156799999999997, 0.1007392]",0.051627440000000004,1,50.0,"[1, 1]"
30,8,10,"[1186.8198148858246, 816.2480886317811, 453.91940672221403, 1006.1439277715535, 794.3305907093003, 411.4631076373103, 985.1395366403989, 437.55079999080857]",761.4519091236489,"[0.02740136, 1.22369328, 0.1902176, 0.09514613333333333, 0.1457008, 0.04529736, 0.0893834, 0.06386266666666666]",0.23508782499999997,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
31,5,6,"[887.8559930765595, 1264.9979825781977, 1293.6785706921557, 727.9475162361003, 739.1510044407254]",982.7262134047476,"[0.09905928, 0.0047176, 0.003913706666666667, 0.15099349333333334, 0.2491606]",0.10156893600000001,1,20.0,"[1, 1, 1, 1, 1]"
32,12,15,"[569.9341366117388, 493.44985247480145, 642.1177386483614, 544.9099443155128, 1019.0205394771162, 967.2300031880521, 967.2300031880521, 200.1956789961775, 1005.5153326911668, 1005.5153326911668, 711.7997934986089, 586.4865423046364]",726.1170748404493,"[0.022542666666666673, 0.02264688, 0.05983797333333333, 0.0895536, 0.72813048, 0.2866856666666666, 0.2866856666666666, 0.08064053333333332, 0.2386738, 0.2386738, 0.0900376, 0.1121468]",0.1880212888888889,1,8.333333333333334,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
33,6,5,"[442.66780397603753, 1146.6979318933193, 1733.7843218513774, 638.152409294314, 903.6665413188609, 1186.326189113971]",1008.5491995746467,"[0.12918336, 0.0, 0.37916448, 0.72813048, 0.1023578, 0.1007858]",0.23993698666666666,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
34,8,5,"[1166.751155243952, 860.5675987084177, 915.5729656037092, 946.6859672859187, 597.5147973247771, 1162.7232761439775, 1119.117735554497, 860.573239841751]",953.688341963375,"[0.011184, 0.07871773333333333, 3.0143047199999997, 0.17616031999999998, 0.06542783999999999, 0.05757199999999999, 0.59111584, 0.08435886666666666]",0.5098551649999999,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
35,13,14,"[614.7988361363599, 518.526302669357, 1087.5011649330972, 858.0781629070115, 678.6425151928285, 663.283700115981, 678.7787394713216, 739.1457484807254, 434.21291732101065, 780.6697344740851, 735.9259309788966, 742.3043366535716, 711.794114298609]",711.0509387409888,"[0.1034936, 0.0677952, 0.12171026666666666, 0.05520493333333333, 1.3472081333333337, 0.034076, 0.046554479999999995, 0.24390463999999998, 0.07867919999999999, 0.055999999999999994, 0.1461766, 0.08068919999999999, 0.0843584]",0.18968081948717952,1,7.6923076923076925,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
36,5,7,"[1166.7609412439522, 880.3471896565852, 519.2239250414835, 1256.1311609124239, 1079.7626688364574]",980.4451771381804,"[0.020970000000000003, 0.0626404, 0.084184, 0.1846252, 0.0799846]",0.08648084,1,20.0,"[1, 1, 1, 1, 1]"
37,11,17,"[698.5126458613385, 1016.6025935596896, 1056.0553256063786, 892.7667983792219, 669.1791031356065, 558.7885606946508, 452.6654627356908, 420.96283077863654, 1473.4418541466696, 502.65600644728016, 596.1289331570293]",757.978192227472,"[0.05924333333333335, 0.21258653333333333, 0.12808853333333334, 0.062395599999999996, 0.11913613333333334, 0.06039792, 0.07592042666666665, 0.020288639999999997, 0.0996458, 0.05757229999999999, 0.08313506666666666]",0.0889463896969697,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
38,6,8,"[814.6497112288505, 648.8034331575245, 1552.2273055387884, 480.837688056362, 656.9027797377495, 346.44315724024125]",749.977345826586,"[0.14456258666666666, 0.02254293333333333, 0.12310879999999999, 0.11184733333333331, 0.09047573333333334, 0.078592]",0.09518823111111109,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
39,13,15,"[680.5455062318044, 1252.056813461599, 375.02934691557647, 1055.5572754729196, 404.6993076418845, 502.60346550728013, 420.96733936530325, 917.2221153679525, 1008.326945658188, 500.2018391295108, 323.8663897604672, 541.2682987552118, 405.24574126998994]",645.199260349053,"[0.10737312, 0.00684992, 0.0, 0.15938144, 0.19958309333333332, 0.0050313599999999995, 0.02479722666666666, 0.02264688, 0.08507989333333332, 0.08680066666666666, 0.06550199999999999, 0.1715654, 0.12538064285714284]",0.08153781868131868,1,7.6923076923076925,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
40,11,4,"[200.18896006284416, 1306.74615526884, 1240.6622649866651, 742.1302182483838, 828.2249033416359, 908.8568984177978, 777.2145337905906, 880.2965019765852, 779.0413103882588, 463.03201732777234, 281.945855259522]",764.3945108244451,"[0.07392159999999999, 0.34448959999999995, 0.15403266666666668, 0.45507879999999995, 1.45626096, 0.039145733333333335, 0.030756799999999997, 0.01195272, 0.33218736, 0.2076929333333333, 0.13653056]",0.2947317939393939,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
41,14,13,"[292.8381636679695, 1480.6314228425706, 379.5768135978212, 1776.3361695180606, 846.6571228341014, 869.9831468784055, 599.6484222651752, 1074.7263509407562, 1232.9474731191399, 946.844432616678, 1110.202738227896, 831.5870809409113, 703.078118521884, 305.4597304180966]",889.322656170676,"[0.006762879999999999, 0.06665933333333333, 0.02264688, 0.06291263999999999, 0.011009119999999999, 0.07155293333333332, 0.51338112, 0.14799437333333332, 0.0, 0.094447, 0.1401074, 0.20140133333333338, 0.07758713333333334, 0.08820259999999999]",0.10747605333333334,1,7.142857142857143,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
42,10,3,"[1673.2410481744039, 477.19607971059077, 1477.9391198365502, 863.8175923416973, 645.1992386866295, 578.85033134469, 698.5718891946717, 185.9700235120475, 768.762926564332, 665.7305935057484]",803.5278842871361,"[0.59111584, 0.01230272, 0.11883498666666664, 0.06605872, 0.03453008, 0.1121468, 0.1184866666666667, 0.009296559999999999, 0.07203504, 0.0895532]",0.12243606133333333,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
43,11,15,"[1166.7567472439523, 1178.6042478366078, 1347.2542418829985, 420.96283077863654, 506.93826884801894, 511.44931358803694, 1314.8214522262003, 581.0609792780407, 912.9645158655562, 919.478459940393, 1159.551651124962]",910.8947916921278,"[0.016776, 0.06401384, 0.09199437333333334, 0.020288639999999997, 0.2167803333333333, 0.1608575, 0.21258653333333333, 0.21015545999999996, 0.09458645333333332, 0.702145, 0.12752419999999998]",0.1743371212121212,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
44,3,1,"[883.643988378385, 914.8858238089246, 1762.0482209833515]",1186.8593443902203,"[0.017263306666666665, 1.5435035999999998, 0.04655552]",0.5357741422222222,1,33.333333333333336,"[1, 1, 1]"
45,9,6,"[371.6516730329382, 1166.7567472439523, 1146.8923148880515, 585.2860380682946, 300.4485751731027, 567.5789129083264, 1000.8103574239617, 927.0842621854127, 474.00658772226654]",726.7239409607007,"[0.27989727999999997, 0.016776, 5.659513199999999, 0.31988293333333345, 0.21530559999999999, 0.22649184, 0.10178168, 0.08221266666666667, 0.15037093333333335]",0.783581348148148,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
46,11,12,"[1074.6046406740895, 359.16394333818414, 977.9493811409163, 609.7995996469513, 678.4803029586548, 795.4274973092964, 1450.1001569613854, 1424.7884815980592, 864.8580775501705, 1209.3840995706023, 663.322662115981]",918.8980766240264,"[0.026284106666666668, 0.0845776, 0.09886446666666666, 0.45298200000000005, 0.23487968, 0.01593696, 0.00524, 0.47654762666666667, 1.0570396, 0.17396366666666668, 0.07303799999999999]",0.24539579151515153,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
47,4,5,"[1355.4937393929197, 1040.7777254882942, 918.246784107995, 1183.8954223012583]",1124.6034178226168,"[0.09584535999999999, 0.07777410666666666, 0.10777626666666668, 0.08365933333333334]",0.09126376666666666,1,25.0,"[1, 1, 1, 1]"
48,9,2,"[795.4566475492965, 446.760727215134, 816.3018142156874, 830.9900972171755, 765.8737215549961, 877.9317518715407, 1473.3945833066696, 480.8824269896954, 1272.511866415218]",862.2337373706015,"[0.04508719999999999, 0.13421696000000002, 0.0335532, 0.023155066666666665, 0.004892133333333333, 0.15938279999999996, 0.052374960000000005, 0.1565862666666666, 0.0220176]",0.07014068740740739,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
49,4,5,"[899.5902246898726, 638.152409294314, 1030.0842641351405, 580.0364119954329]",786.9658275286899,"[0.09101951999999999, 0.72813048, 0.073, 0.07924273333333333]",0.24284818333333333,1,25.0,"[1, 1, 1, 1]"
50,9,8,"[862.6683241439775, 290.4685499841554, 901.9491334456702, 1180.2546347405062, 1125.966816259735, 1012.814605225954, 1119.3686975406033, 770.2400665433322, 901.8872811256699]",907.290901001067,"[0.00262, 0.006290133333333332, 0.20056258666666665, 0.0995136, 0.05676141333333333, 0.022997519999999997, 0.3134728, 0.010065600000000001, 0.13871026666666667]",0.09455488,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
51,6,7,"[655.1542059427208, 1216.292799966314, 735.9128721122299, 1477.869216903217, 1111.6990279643355, 983.1005573167384]",1030.0047800342593,"[0.30788, 0.027995279999999997, 0.13311773333333332, 0.04893205333333332, 0.08493983999999999, 0.09047586666666665]",0.11555679555555554,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
52,2,4,"[499.77848100687555, 880.2872054165852]",690.0328432117303,"[0.20699479999999998, 0.00265616]",0.10482547999999998,1,50.0,"[1, 1]"
53,8,13,"[887.6647900907809, 584.2216620031996, 574.2122264195068, 1146.753931893319, 1078.8269012316377, 868.7099893925531, 435.72706158169854, 607.0499326575101]",772.8958119087758,"[0.3892305066666667, 0.09049674666666666, 0.055999999999999994, 0.055999999999999994, 0.09207063999999998, 0.06879178666666666, 0.3600863333333334, 0.09257186666666667]",0.150655985,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
54,6,9,"[1150.1843741984462, 1106.9952685093306, 755.4438407243845, 1223.1837368955937, 936.8750780398299, 583.620578938106]",959.3838128842817,"[0.00880712, 0.0, 0.06386266666666666, 0.0893834, 0.28458870000000003, 0.3330466]",0.1299480811111111,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
55,8,6,"[894.1077239066873, 493.45236879480143, 1424.3849339713927, 908.8412401244643, 1167.0813261328572, 807.9990960812456, 541.0568965406668, 586.5256891046364]",852.931159332094,"[0.08388512, 0.0251632, 0.073, 0.02348744, 0.3197605, 0.088726, 0.40265120000000004, 0.15129360000000003]",0.1459958825,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
56,8,6,"[678.7994303513215, 869.9489209850722, 791.9080459470551, 742.585138295221, 733.7263140150768, 1219.3150315239402, 887.7620977174473, 878.7496033058642]",850.3493227676248,"[0.06724535999999999, 0.03732703999999999, 0.054523199999999994, 0.0, 0.0391456, 0.09886446666666666, 0.4865381333333334, 0.0792908]",0.10786682500000001,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
57,13,14,"[842.4446844441385, 868.9097068325531, 1143.2841630883731, 801.2729937122041, 1018.2741145325598, 1409.1034533752234, 816.3085248556872, 678.634788067137, 569.9206110117387, 778.8490386030318, 940.6027404866654, 858.0737908026697, 726.0471894370286]",880.9019845576162,"[0.16105968, 0.2685092266666666, 0.049979013333333336, 0.16413280000000002, 3.892310933333333, 0.188342, 0.040263839999999995, 0.42090360000000004, 0.009017066666666669, 0.1566632, 0.09450816666666667, 0.1650518, 0.4169326]",0.463667225128205,1,7.6923076923076925,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
58,6,7,"[579.038844344635, 300.39692237310277, 455.75594702446335, 694.0032616973829, 819.2915793406031, 780.686734474085]",604.862214875712,"[0.27745823999999997, 0.1636528, 0.08540679999999999, 0.0717276, 0.2363546, 0.073]",0.1512666733333333,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
59,3,5,"[554.4276232231806, 807.0528158307627, 1316.7571619419625]",892.7458669986354,"[0.9160340799999999, 0.09234986666666667, 0.12310879999999999]",0.3771642488888889,1,33.333333333333336,"[1, 1, 1]"
60,11,11,"[642.2673335816945, 1300.0423093606769, 1240.5865630991113, 876.8805849349932, 779.0413103882588, 713.0296700597288, 940.623475653332, 882.2059760586236, 665.6947254257484, 1183.9045975012582, 703.0872927885507]",902.487621713816,"[0.20943290666666664, 0.21538191999999995, 0.033553599999999996, 0.2237712, 0.33218736, 3.44491968, 0.11524333333333334, 0.32212096, 0.053685119999999996, 0.09283453333333333, 0.08676139999999999]",0.46635381939393933,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
61,7,11,"[379.5667483178212, 874.651263564519, 1188.76020379892, 1182.624133085962, 1000.5936615313236, 936.6821647398301, 472.9955504399994]",862.2676750683394,"[0.0125816, 0.10737407999999998, 0.35679424, 0.055999999999999994, 0.11863488, 0.09167539999999999, 1.1047978]",0.26397971428571426,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
62,12,10,"[1153.4920133354428, 1357.5103385592813, 382.9943690774516, 877.8998753115408, 450.66210390388557, 587.8422923965594, 942.1177386483613, 1186.8080714458247, 1473.8015462535209, 1035.9565958064854, 773.1517493153634, 642.7168228671902]",905.4127930767423,"[0.3992964266666666, 5.083494399999999, 0.060396479999999995, 0.12750624, 0.1398838, 0.0853586, 0.05983797333333333, 0.015657920000000002, 0.1988282, 0.0770628, 0.1138924, 0.0973782]",0.5382161200000001,1,8.333333333333334,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
63,10,12,"[779.1151298015924, 742.585138295221, 491.553569413219, 665.7473701057485, 678.4272516786547, 1280.339480131982, 672.4668101451815, 1259.3198166624563, 678.4146602778919, 551.1253438980817]",779.909457041003,"[0.4060067733333333, 0.0, 0.030668400000000002, 0.1063298, 0.18182840000000003, 0.0677952, 0.10934986666666666, 0.1252056, 0.156886, 0.2321606]",0.141623064,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,6,5,"[609.6788044469513, 951.4370896757844, 515.3369965761294, 1001.3608815783904, 707.2431529612996, 703.0702927885505]",748.0212030045177,"[0.3321868, 0.18126976, 0.15071392, 0.5068860000000002, 0.06487018666666666, 0.0697614]",0.2176146777777778,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
65,7,9,"[637.5148756943139, 865.3176958701706, 711.7369373793208, 1063.9305590291347, 694.0085042307163, 554.0048382631805, 967.0074600958567]",784.7886957946705,"[0.09059688, 1.51665792, 0.06805773333333333, 0.2321606, 0.07697013333333333, 0.49324911999999993, 0.139886]",0.3739397695238096,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
66,15,12,"[1018.2741145325598, 770.8537933841743, 569.9271468784054, 1251.6854437178533, 692.2434325516024, 878.0592581115407, 371.9241644535649, 1165.6170671391085, 1134.6455220283933, 1065.214096077391, 816.3578142156874, 1133.545017318891, 1489.8942665999957, 1297.3703839638172, 1470.1825482039437]",1008.3862712784619,"[3.892310933333333, 1.2851328, 0.015552933333333331, 0.1789552, 0.07829146666666667, 0.28688904, 0.00531232, 0.08975696, 0.07163986666666666, 0.06648399999999999, 0.0895532, 0.12263186666666667, 0.40832, 0.1000382, 0.1875738]",0.4585628391111111,1,6.666666666666667,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
67,7,6,"[1019.1202314243371, 678.7528758713213, 933.192270036865, 940.5911729866654, 1147.0659110666527, 1163.2739105125825, 442.71086509603754]",903.5296052849229,"[0.22377023999999998, 0.02069088, 0.8624233333333331, 0.08294066666666668, 0.3679791733333333, 0.24636439999999998, 0.17224448]",0.28234473904761903,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
68,7,4,"[526.6575359740598, 1435.103532601139, 878.773426826659, 932.887987833181, 764.2560113809993, 742.585138295221, 1413.22707838182]",956.2129587561542,"[0.027051519999999996, 0.05997551999999999, 0.011184, 0.01565824, 0.0195712, 0.0, 0.11913613333333334]",0.03608237333333334,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
69,14,10,"[694.9444087468888, 1012.821175945954, 873.7330898612208, 770.2476157433321, 832.0840990603901, 1171.1712990401982, 574.3665002328399, 545.7618829549629, 637.5431933143137, 1223.1697122955936, 933.2514733701983, 1055.3900422710508, 555.7052561204525, 1082.6170974000918]",854.4862033112491,"[0.1789568, 0.02956824, 0.07892671999999999, 0.0176148, 0.014888159999999998, 0.15211328000000002, 0.21027381333333334, 0.003913706666666667, 0.11891449999999999, 0.07535879999999999, 0.9216266666666665, 0.010064213333333332, 0.4169326, 0.10585513333333332]",0.16678624523809524,1,7.142857142857143,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
70,7,5,"[1010.8285083162956, 739.0192842407254, 1178.5751506366075, 1025.0326608875778, 1019.083531684337, 985.1428133203988, 778.7752189230316]",962.3510240012819,"[0.050941146666666666, 0.1174404, 0.03491664, 0.07697, 0.18707049999999997, 0.09266007999999999, 0.08284351999999999]",0.09183461238095236,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
