interval,numdestroyed,nummigrations,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
22,3,3,"[550.7242426318611, 873.129289940447, 1084.6370722849997]",836.163534952436,"[0.0075492, 0.10633111999999999, 0.3020654666666667]",0.13864859555555556,1,33.333333333333336,"[1, 1, 1]"
23,5,5,"[349.6770123661395, 673.7440671798774, 499.7670688615671, 1166.8164662439522, 658.2780004394327]",669.6565230181938,"[0.07361567999999999, 0.013316639999999998, 0.07632019999999999, 0.076495, 0.073]",0.06254950399999999,1,20.0,"[1, 1, 1, 1, 1]"
24,2,1,"[875.9541987085395, 547.8996965675254]",711.9269476380325,"[0.043620719999999995, 0.06487184]",0.054246279999999994,1,50.0,"[1, 1]"
25,3,3,"[657.8157688941282, 824.166684089689, 447.6767356220885]",643.2197295353019,"[0.04026528, 0.07789273333333332, 0.0772812]",0.06514640444444443,1,33.333333333333336,"[1, 1, 1]"
26,4,4,"[649.3693767685807, 806.8943583004354, 821.2494145104251, 871.5346721856602]",787.2619554412754,"[0.251658, 0.0627104, 1.5156166, 0.064388]",0.47359324999999997,1,25.0,"[1, 1, 1, 1]"
27,2,3,"[763.9933627969662, 579.7345130018687]",671.8639378994174,"[0.20162506666666663, 0.43091346666666674]",0.31626926666666666,1,50.0,"[1, 1]"
28,4,4,"[882.7723443440141, 739.2493854056137, 575.111932954139, 490.5512443190685]",671.9212267557089,"[0.14324104000000001, 0.0951468, 0.0671088, 0.0796404]",0.09628426,1,25.0,"[1, 1, 1, 1]"
29,2,1,"[701.4723480416976, 611.9938308267064]",656.7330894342019,"[1.6553508266666668, 0.0167772]",0.8360640133333334,1,50.0,"[1, 1]"
30,4,4,"[855.8058200258921, 543.3061663053286, 835.395126406569, 812.4039268914112]",761.7277599073002,"[0.10968703999999999, 0.04026528, 0.083962, 0.0805578]",0.07861802999999999,1,25.0,"[1, 1, 1, 1]"
31,3,2,"[636.8391683255247, 52.343705911162324, 874.4360248399499]",521.2062996922124,"[0.033554133333333326, 0.09562992000000001, 0.05792213333333333]",0.062368728888888884,1,33.333333333333336,"[1, 1, 1]"
32,3,3,"[413.63460586224596, 881.9254946752291, 1162.7400141439775]",819.4333715604843,"[0.03327413333333333, 0.07964026666666667, 0.07431]",0.06240813333333334,1,33.333333333333336,"[1, 1, 1]"
33,4,4,"[351.82475253285463, 394.8971721468888, 739.1847800749955, 707.4358317746329]",548.335634132343,"[0.017895679999999997, 0.1317202, 0.058795999999999994, 0.25754900000000003]",0.11649022,1,25.0,"[1, 1, 1, 1]"
34,1,2,[534.5589334396619],534.5589334396619,[0.06578593333333332],0.06578593333333332,1,100.0,[1]
35,2,3,"[739.2572147656138, 694.8831911468889]",717.0702029562513,"[0.10297616, 0.11773919999999999]",0.11035767999999999,1,50.0,"[1, 1]"
36,3,3,"[875.9541987085395, 726.8841880033625, 707.2715547079662]",770.036647139956,"[0.043620719999999995, 0.06578593333333332, 0.09327193333333333]",0.06755952888888889,1,33.333333333333336,"[1, 1, 1]"
37,3,4,"[1005.7873088976397, 598.646101987115, 791.9401535470553]",798.7911881439367,"[0.8545948800000001, 0.05879562666666666, 0.0866308]",0.3333404355555556,1,33.333333333333336,"[1, 1, 1]"
38,6,3,"[852.6614759444202, 9.472731841835776, 557.1567329764341, 910.7465892013762, 52.343705911162324, 656.5982616327436]",506.49658291799545,"[0.0671088, 0.1565872, 0.22712730666666667, 1.08268944, 0.09562992000000001, 0.08558279999999999]",0.2857875777777778,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
39,1,2,[656.5982616327436],656.5982616327436,[0.08558279999999999],0.08558279999999999,1,100.0,[1]
40,5,4,"[409.4341782194104, 593.968982093104, 953.1186194207593, 870.4104139207706, 698.9000414672549]",705.1664470242599,"[4.16745984, 0.19469141333333334, 0.20384255999999998, 0.10241669333333334, 0.073]",0.9482821013333336,1,20.0,"[1, 1, 1, 1, 1]"
41,2,3,"[698.5560241946719, 590.7919305085785]",644.6739773516251,"[0.10262166666666667, 0.20162506666666663]",0.15212336666666665,1,50.0,"[1, 1]"
42,4,4,"[401.5162818352619, 572.245288610507, 726.585775696021, 519.6608726724418]",555.0020547035579,"[0.019974959999999996, 0.31101328, 0.05987930666666666, 0.296696]",0.1718908866666667,1,25.0,"[1, 1, 1, 1]"
43,1,1,[730.2112458943259],730.2112458943259,[0.06263488],0.06263488,1,100.0,[1]
44,5,5,"[543.7942267658836, 743.691014775634, 404.27240953501735, 774.5394132872772, 878.4135138544482]",668.942115643652,"[0.026843519999999996, 0.06942111999999999, 0.1533075733333333, 0.1035354, 0.5469556]",0.18001264266666667,1,20.0,"[1, 1, 1, 1, 1]"
45,3,3,"[553.9029781457548, 721.2799752786691, 852.0322544133328]",709.0717359459189,"[0.2673357333333333, 0.0019562666666666667, 0.07915993333333332]",0.11615064444444444,1,33.333333333333336,"[1, 1, 1]"
46,1,2,[569.9923704117388],569.9923704117388,[0.08077646666666666],0.08077646666666666,1,100.0,[1]
47,5,3,"[599.3785136036355, 802.4485176407965, 896.8707805291252, 854.5329210973925, 743.6865410689674]",779.3834547879834,"[0.0612422, 2.371179066666667, 0.47199840000000004, 1.48981648, 0.06494741333333333]",0.8918367120000001,1,20.0,"[1, 1, 1, 1, 1]"
48,2,3,"[851.6948315329387, 520.3906183178565]",686.0427249253976,"[0.13317511999999998, 1.0961871466666668]",0.6146811333333334,1,50.0,"[1, 1]"
49,2,3,"[499.78253499490046, 938.5440316377329]",719.1632833163167,"[0.09178633333333333, 0.073]",0.08239316666666666,1,50.0,"[1, 1]"
50,2,2,"[425.9574680094372, 995.0828641086044]",710.5201660590208,"[0.35567664, 0.1065544]",0.23111552,1,50.0,"[1, 1]"
51,6,4,"[871.5475273741247, 940.8755649002669, 1113.1176617582573, 680.5558719118044, 499.78253499490046, 185.75941481975522]",715.2730959598515,"[4.16745984, 0.0503316, 0.9932109866666667, 0.1177388, 0.09178633333333333, 0.09300973333333332]",0.9189228822222222,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
52,2,3,"[843.0857928329016, 892.6318904755607]",867.8588416542311,"[0.3512785600000001, 0.06098039999999999]",0.20612948000000003,1,50.0,"[1, 1]"
53,3,4,"[572.468425230507, 433.9942468027944, 825.0913847601269]",610.5180189311428,"[0.5341499000000001, 0.15666249999999998, 0.45529744]",0.38203661333333333,1,33.333333333333336,"[1, 1, 1]"
54,2,3,"[642.0796049957092, 661.9518665659544]",652.0157357808318,"[0.17679583999999998, 0.07632019999999999]",0.12655802,1,50.0,"[1, 1]"
55,4,1,"[549.6471310925485, 442.01007549967665, 683.4488684410807, 655.9403491707743]",582.7616060510201,"[0.14763936, 0.0167772, 1.6240341600000001, 0.05368704]",0.46053444000000004,1,25.0,"[1, 1, 1, 1]"
56,4,5,"[341.9773103196821, 1113.810701544463, 887.0593351342101, 539.7252573867282]",720.6431510962708,"[0.08340261333333333, 0.2673357333333333, 0.0864562, 0.0768008]",0.12849883666666667,1,25.0,"[1, 1, 1, 1]"
57,2,1,"[688.4588366137526, 1074.1619917683217]",881.3104141910371,"[0.07046424, 0.0167772]",0.04362072,1,50.0,"[1, 1]"
58,1,2,[831.7311138441884],831.7311138441884,[0.156886],0.156886,1,100.0,[1]
59,5,5,"[657.8426124141283, 697.8252221695643, 664.8903741219127, 683.0342358662546, 683.5248906458422]",677.4234670435405,"[0.0671088, 0.05984426666666666, 0.0853601, 0.17763469999999998, 0.11494299999999999]",0.10097817333333332,1,20.0,"[1, 1, 1, 1, 1]"
60,1,2,[587.9639412872941],587.9639412872941,[0.060473599999999995],0.060473599999999995,1,100.0,[1]
61,3,4,"[1172.2884230151458, 612.517087429504, 593.968982093104]",792.9248308459179,"[0.07964026666666667, 0.0897766, 0.19469141333333334]",0.12136942666666667,1,33.333333333333336,"[1, 1, 1]"
62,4,2,"[701.8861857483643, 843.3195880653286, 886.8063192553126, 860.3602271617235]",823.0930800576823,"[2.0691885333333335, 0.05368704, 0.04026528, 0.10904426666666667]",0.5680462799999999,1,25.0,"[1, 1, 1, 1]"
63,3,3,"[474.5679345272771, 649.2183819685806, 878.4135138544482]",667.3999434501019,"[0.13205664, 0.1006632, 0.5469556]",0.25989181333333333,1,33.333333333333336,"[1, 1, 1]"
64,3,3,"[825.2910334801269, 725.9574680094372, 680.5558719118044]",743.9347911337895,"[0.6549461599999999, 0.35567664, 0.1177388]",0.3761205333333333,1,33.333333333333336,"[1, 1, 1]"
65,1,2,[704.2724095350173],704.2724095350173,[0.1533075733333333],0.1533075733333333,1,100.0,[1]
66,4,4,"[608.0804816400969, 893.5680652220722, 1158.5803541517466, 661.9518665659544]",830.5451918949675,"[0.0335544, 0.07193791999999999, 0.134516, 0.07632019999999999]",0.07908213,1,25.0,"[1, 1, 1, 1]"
67,5,4,"[469.4871178048295, 688.4588366137526, 889.0032439580189, 736.6093349501181, 527.8430910406903]",662.280324873482,"[0.016777066666666663, 0.07046424, 0.057118453333333326, 0.10865126666666666, 0.10935059999999999]",0.07247232533333332,1,20.0,"[1, 1, 1, 1, 1]"
68,2,2,"[576.2807557115069, 567.2139260099959]",571.7473408607514,"[0.0223696, 0.1484974]",0.0854335,1,50.0,"[1, 1]"
69,2,3,"[673.1111933223135, 494.88088762468476]",583.9960404734991,"[0.13317511999999998, 0.1317202]",0.13244766,1,50.0,"[1, 1]"
70,5,5,"[664.1232438520352, 1006.1523170382203, 871.4356882895404, 590.7919305085785, 664.4845354448213]",759.3975430266391,"[0.0, 0.1035354, 0.13653056, 0.20162506666666663, 0.12031259999999999]",0.11240072533333331,1,20.0,"[1, 1, 1, 1, 1]"
71,2,1,"[426.13530632943724, 203.08599125977304]",314.61064879460514,"[0.53351496, 0.3628064]",0.44816068,1,50.0,"[1, 1]"
72,4,5,"[565.4237519629459, 301.60915300673076, 739.3690627122807, 783.1733646820048]",597.3938330909905,"[0.11975335999999999, 0.09300973333333332, 0.21482410666666665, 0.37918366666666675]",0.20169271666666666,1,25.0,"[1, 1, 1, 1]"
73,3,2,"[1434.1959866416262, 652.8310921727693, 664.1232438520352]",917.0501075554768,"[0.10968703999999999, 0.08053056, 0.0]",0.06340586666666666,1,33.333333333333336,"[1, 1, 1]"
74,1,2,[707.2715547079662],707.2715547079662,[0.09327193333333333],0.09327193333333333,1,100.0,[1]
75,6,4,"[328.53381597580716, 701.8391303728714, 893.5840031420722, 876.275163311507, 664.4845354448213, 609.4238988469514]",679.0234245156718,"[0.0039144, 0.0, 0.08787584, 0.0167772, 0.12031259999999999, 0.0772812]",0.051026873333333334,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
76,2,3,"[596.1793911274519, 892.7350623072872]",744.4572267173696,"[0.07193791999999999, 0.07911599999999999]",0.07552695999999999,1,50.0,"[1, 1]"
77,1,2,[445.61559925017093],445.61559925017093,[0.1004592],0.1004592,1,100.0,[1]
78,6,4,"[649.3190451685807, 351.83370037285465, 611.9938308267064, 986.6042611154543, 661.9518665659544, 576.0450939885396]",639.6246330063483,"[0.2013264, 0.026843519999999996, 0.0167772, 0.08698066666666666, 0.07632019999999999, 0.134516]",0.09046066444444444,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
79,1,2,[875.1296753520585],875.1296753520585,[1.0738174933333333],1.0738174933333333,1,100.0,[1]
80,3,3,"[586.8448070003886, 646.0191557119072, 717.311068118289]",650.0583436101948,"[0.12310816, 0.0335544, 0.15618646666666666]",0.1042830088888889,1,33.333333333333336,"[1, 1, 1]"
81,3,3,"[313.7175602265195, 620.6078554624884, 490.783902380597]",475.0364393565349,"[0.0039144, 0.08173739999999999, 0.10865126666666666]",0.06476768888888888,1,33.333333333333336,"[1, 1, 1]"
82,2,3,"[1189.991318546289, 1144.2885446918842]",1167.1399316190866,"[0.1270403, 0.14303130000000003]",0.1350358,1,50.0,"[1, 1]"
83,5,5,"[679.6352835844732, 726.585775696021, 436.3206182570078, 523.2361680702315, 620.3421208987669]",597.2239933013001,"[0.04697616, 0.05987930666666666, 0.05971306666666666, 0.10935059999999999, 0.0761454]",0.07041290666666666,1,20.0,"[1, 1, 1, 1, 1]"
84,1,2,[722.8667207587475],722.8667207587475,[0.17679583999999998],0.17679583999999998,1,100.0,[1]
85,5,3,"[543.8121224458836, 721.570182672471, 850.5101519696293, 578.8387378266591, 869.9923704117388]",712.9447130652762,"[0.0447392, 0.009331759999999998, 0.010066080000000002, 0.076495, 0.08077646666666666]",0.04428170133333333,1,20.0,"[1, 1, 1, 1, 1]"
86,3,3,"[294.0383277997706, 764.784654364308, 380.5558719118043]",479.7929513586276,"[0.26403712, 0.2080368, 0.1177388]",0.19660424,1,33.333333333333336,"[1, 1, 1]"
87,3,3,"[673.7440671798774, 1120.9574911904251, 1144.259534258551]",979.6536975429511,"[0.013316639999999998, 1.22369328, 0.11402086666666668]",0.45034359555555553,1,33.333333333333336,"[1, 1, 1]"
88,2,3,"[616.490301116985, 824.166684089689]",720.328492603337,"[0.06438859999999999, 0.07789273333333332]",0.07114066666666666,1,50.0,"[1, 1]"
89,4,3,"[726.1353063294373, 440.4073216600256, 837.8659608594434, 670.185714021475]",668.6485757175953,"[0.53351496, 0.21768384, 0.0669048, 0.079291]",0.22434864999999998,1,25.0,"[1, 1, 1, 1]"
90,3,2,"[440.4073216600256, 667.3476661005398, 553.7607495431806]",553.8385791012487,"[0.21768384, 0.20691856000000003, 0.2491604]",0.2245876,1,33.333333333333336,"[1, 1, 1]"
91,3,4,"[892.6308943955607, 595.4747676522734, 1112.4039268914112]",866.836529646415,"[0.059984319999999994, 0.11416069333333334, 0.0805578]",0.08490093777777778,1,33.333333333333336,"[1, 1, 1]"
92,1,2,[883.7030449383852],883.7030449383852,[0.07631986666666667],0.07631986666666667,1,100.0,[1]
93,4,3,"[1187.3872251539706, 859.1330773675178, 576.2807557115069, 644.0875018338435]",816.7221400167097,"[1.16182184, 0.16001829333333334, 0.0223696, 0.1275258]",0.3679338833333333,1,25.0,"[1, 1, 1, 1]"
94,3,4,"[546.4315069458586, 825.0913847601269, 882.0575178986236]",751.193469868203,"[0.8792017066666666, 0.45529744, 0.1736628]",0.5027206488888889,1,33.333333333333336,"[1, 1, 1]"
95,4,3,"[413.89968059007003, 1187.3872251539706, 297.24907926394894, 778.7989298030318]",669.3337287027554,"[0.0, 1.16182184, 0.058970453333333325, 0.1065544]",0.33183667333333333,1,25.0,"[1, 1, 1, 1]"
96,3,3,"[202.94086869977303, 728.354154132818, 843.3444932253286]",591.5465053526399,"[0.21768384, 0.12981962666666666, 0.0785922]",0.14203188888888887,1,33.333333333333336,"[1, 1, 1]"
97,3,2,"[707.5238320624126, 690.9488507955272, 784.6559480296496]",727.7095436291964,"[1.717986133333333, 0.39384440000000004, 0.082699]",0.7315098444444442,1,33.333333333333336,"[1, 1, 1]"
98,3,4,"[566.465281786708, 739.1847800749955, 658.2780004394327]",654.6426874337121,"[0.09458730666666666, 0.058795999999999994, 0.073]",0.07546110222222223,1,33.333333333333336,"[1, 1, 1]"
99,1,1,[771.2473105435432],771.2473105435432,[0.0075492],0.0075492,1,100.0,[1]
100,4,3,"[563.0846205244254, 1109.6022890305971, 596.1933202122648, 642.1682994083615]",727.7621322939121,"[0.0019562666666666667, 0.07915993333333332, 0.4026528, 0.11039873333333333]",0.14854193333333332,1,25.0,"[1, 1, 1, 1]"
101,4,5,"[255.57243767809354, 1125.4899983704947, 875.1339033757034, 804.7952025535526]",765.2478854944611,"[0.06788346666666666, 0.4922072, 0.08172479999999999, 0.10620446666666666]",0.18700498333333332,1,25.0,"[1, 1, 1, 1]"
