interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[26.358897989575574, 34.01629227351271, 42.064428030538146, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[807.621660372818, 2324.568450149298, 4897.371580734719, 0, 0, 0]","[3221.378339627182, 5777.431549850702, 11213.628419265282, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1062, 2756, 6777, 0, 0, 0]","[(29.228, 0.0, 0.0), (51.72853333333333, 0.004666666666666667, 6.666666666666668e-05), (1246.4057333333333, 6.666666666666668e-05, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.772, 1860.0, 1000.0), (17128.271466666665, 1799.9953333333333, 1524.9999333333333), (33113.59426666667, 1882.6999333333333, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 1.6666666666666667e-05), (6, 0.0, 0.002472222222222222), (6, 0.08385, 0.027277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109983333333332), (16099, 51.900000000000006, 6.1875277777777775), (32206, 58.116150000000005, 11.61272222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[39.81136758500869, 34.01629227351271, 42.064428030538146, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1502.1358723973012, 917.7449436151724, 4244.083350463377, 0, 0, 0]","[2526.8641276026988, 7184.255056384827, 11866.916649536623, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1604, 2756, 6777, 0, 0, 0]","[(38.839733333333335, 0.0038666666666666663, 0.003933333333333333), (84.93366666666668, 0.0046, 0.0), (1263.8822666666667, 0.19133333333333333, 0.013600000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.160266666667, 1859.9961333333333, 999.9960666666667), (17095.066333333332, 1799.9954, 1525.0), (33096.11773333333, 1882.5086666666666, 1333.7364), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00010000000000000002), (6, 0.0, 0.0027555555555555554), (6, 0.07118333333333333, 0.02461666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.1099), (16099, 51.900000000000006, 6.187244444444444), (32206, 58.12881666666667, 11.615383333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[51.37751303052867, 11.318193038755862, 62.23077400533796, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[245.54319931548474, 588.351766351123, 2485.6086561362245, 0, 0, 0]","[3783.456800684515, 7513.648233648877, 13625.391343863776, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2070, 917, 10026, 0, 0, 0]","[(42.4218, 0.0014000000000000002, 0.0011333333333333336), (14.6794, 0.0, 0.0), (2152.375066666667, 0.6319333333333333, 0.3684666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4252.5782, 1859.9986, 999.9988666666667), (17165.3206, 1800.0, 1525.0), (32207.624933333333, 1882.0680666666667, 1333.3815333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00012777777777777776), (3, 0.0, 0.000611111111111111), (7, 0.3845166666666666, 0.6407277777777779), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109872222222222), (16102, 51.900000000000006, 6.189388888888889), (32205, 57.81548333333333, 10.99927222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[28.319682303301068, 54.75191310787459, 35.88852336912669, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[630.8641912186804, 3098.8691868436613, 2824.5981606678024, 0, 0, 0]","[3398.1358087813196, 5003.130813156338, 13286.401839332197, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1141, 4436, 5782, 0, 0, 0]","[(38.44706666666666, 0.0009333333333333332, 6.666666666666668e-05), (1190.131933333333, 0.004733333333333333, 0.0009333333333333333), (549.4529333333335, 0.0002666666666666667, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.552933333333, 1859.9990666666667, 999.9999333333334), (15989.868066666666, 1799.9952666666666, 1524.9990666666667), (33810.547066666666, 1882.6997333333334, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.000638888888888889), (8, 0.0, 0.001627777777777778), (4, 0.01295, 0.008172222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109361111111111), (16097, 51.900000000000006, 6.188372222222222), (32208, 58.187050000000006, 11.631827777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[32.71283196823033, 54.356948901505795, 35.06300043448575, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1161.658039319407, 2759.218364015712, 1494.6715624560145, 0, 0, 0]","[2867.341960680593, 5342.781635984288, 14616.328437543985, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1318, 4404, 5649, 0, 0, 0]","[(41.2434, 0.001, 0.0), (1416.2758, 0.009733333333333333, 0.001), (442.49800000000005, 0.09339999999999998, 0.3420666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4253.7566, 1859.999, 1000.0), (15763.7242, 1799.9902666666667, 1524.999), (33917.502, 1882.6066, 1333.4079333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 5e-05, 0.3480666666666667), (7, 0.037733333333333334, 0.016916666666666667), (2, 0.004116666666666667, 0.5128777777777779), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09994999999999, 9.761933333333333), (16098, 51.86226666666667, 6.173083333333333), (32210, 58.195883333333335, 11.127122222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[45.445519980143956, 43.13749691434214, 29.30296071007386, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[945.068224151933, 0, 1757.469369889886, 0, 0, 0]","[3083.931775848067, 8102, 14353.530630110114, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1831, 3495, 4721, 0, 0, 0]","[(56.622, 0.001066666666666667, 0.0), (1118.4803333333332, 0.009333333333333334, 0.0009999999999999998), (426.42026666666675, 0.0048000000000000004, 0.0002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4238.378, 1859.9989333333333, 1000.0), (16061.519666666667, 1799.9906666666666, 1524.999), (33933.57973333333, 1882.6952, 1333.7497333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0007222222222222222), (5, 0.00875, 0.003961111111111111), (3, 0.0, 0.0016833333333333331), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109277777777777), (16100, 51.89125000000001, 6.186038888888889), (32209, 58.2, 11.638316666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[40.555969223132294, 15.502345099975315, 57.06660045931351, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[951.4986242023048, 1256.0025722833768, 5529.275813560965, 0, 0, 0]","[3077.5013757976953, 6845.997427716623, 10581.724186439034, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1634, 1256, 9194, 0, 0, 0]","[(51.0298, 0.004666666666666667, 6.666666666666668e-05), (304.7858, 0.0, 0.0034), (445.64406666666673, 0.10719999999999998, 0.3422), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4243.9702, 1859.9953333333333, 999.9999333333334), (16875.2142, 1800.0, 1524.9966), (33914.35593333333, 1882.5928000000001, 1333.4078), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0012000000000000001), (2, 0.0, 0.0001277777777777778), (9, 0.0008333333333333333, 0.51465), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108799999999999), (16103, 51.900000000000006, 6.189872222222221), (32203, 58.19916666666667, 11.12535), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[52.54405559692231, 38.33621328067144, 57.06660045931351, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[751.7354113877135, 1213.0969315195105, 2550.55990893799, 0, 0, 0]","[3277.2645886122864, 6888.903068480489, 13560.44009106201, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2117, 3106, 9194, 0, 0, 0]","[(56.62253333333334, 0.004666666666666667, 0.0), (391.07446666666664, 0.0, 0.003733333333333333), (465.56706666666673, 0.013533333333333331, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4238.377466666667, 1859.9953333333333, 1000.0), (16788.925533333335, 1800.0, 1524.9962666666668), (33894.43293333333, 1882.6864666666668, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010833333333333333), (4, 0.0, 0.00015000000000000001), (9, 0.0, 0.0036722222222222226), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108916666666666), (16101, 51.900000000000006, 6.18985), (32203, 58.2, 11.636327777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
19,"[51.52643335815339, 50.80227104418662, 27.75743280988145, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[782.1629424389374, 1583.994620108629, 0, 0, 0, 0]","[3246.8370575610625, 6518.0053798913705, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2076, 4116, 4472, 0, 0, 0]","[(37.4418, 0.0046, 0.0), (449.0079333333333, 0.0046, 0.0028), (33.5544, 0.0088, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4257.5582, 1859.9954, 1000.0), (16730.992066666666, 1799.9954, 1524.9972), (34326.4456, 1882.6912, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011555555555555555), (7, 0.0, 0.0012333333333333335), (6, 0.0, 0.0020444444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108844444444443), (16098, 51.900000000000006, 6.188766666666666), (32206, 58.2, 11.637955555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
20,"[55.34872176718789, 45.50728215255492, 18.353919682204705, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[609.9134904702653, 708.4974841067566, 990.9370936802097, 0, 0, 0]","[3419.086509529735, 7393.502515893243, 15120.06290631979, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2230, 3687, 2957, 0, 0, 0]","[(935.9834666666668, 0.0005333333333333334, 0.0009333333333333332), (304.91619999999995, 0.0076, 0.02586666666666667), (181.4032, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3359.0165333333334, 1859.9994666666666, 999.9990666666666), (16875.0838, 1799.9924, 1524.9741333333334), (34178.5968, 1882.6998666666668, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0001944444444444445), (8, 0.05313333333333333, 0.013211111111111113), (3, 0.05556666666666666, 0.026677777777777772), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109805555555555), (16097, 51.84686666666667, 6.176788888888888), (32209, 58.14443333333334, 11.613322222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
21,"[46.58724249193348, 48.01283633670699, 41.56787288188195, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[1243.1863664090342, 2032.1282447352746, 3531.3467965923574, 0, 0, 0]","[2785.8136335909658, 6069.871755264725, 12579.653203407643, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1877, 3890, 6697, 0, 0, 0]","[(1890.2317333333335, 0.0006000000000000001, 0.0017333333333333333), (362.8063333333333, 0.0022666666666666664, 0.014199999999999999), (240.47293333333334, 0.30233333333333334, 0.0021999999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2404.7682666666665, 1859.9994, 999.9982666666667), (16817.193666666666, 1799.9977333333334, 1524.9858), (34119.52706666667, 1882.3976666666667, 1333.7478), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00011111111111111112), (6, 0.06708333333333333, 0.01613333333333333), (5, 0.01595, 0.07012222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109888888888888), (16099, 51.83291666666667, 6.173866666666666), (32207, 58.184050000000006, 11.569877777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
22,"[60.9084139985108, 48.01283633670699, 38.90509589721308, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[439.1948243283037, 786.6350890147144, 2027.4100517558486, 0, 0, 0]","[3589.8051756716964, 7315.364910985286, 14083.589948244151, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2454, 3890, 6268, 0, 0, 0]","[(2169.8526, 0.004733333333333333, 0.0015999999999999999), (373.991, 0.002533333333333333, 0.016066666666666667), (99.26473333333331, 0.22113333333333332, 0.004533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2125.1474, 1859.9952666666666, 999.9984), (16806.009, 1799.9974666666667, 1524.9839333333334), (34260.73526666667, 1882.4788666666668, 1333.7454666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0012388888888888888), (6, 0.09355000000000001, 0.014311111111111111), (2, 0.0002833333333333333, 0.09507222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10876111111111), (16099, 51.806450000000005, 6.175688888888889), (32210, 58.19971666666667, 11.544927777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
